51308294650,ddf,180,63
51308305183,bgb,123,175
51308318843,gab,51,73
51308338605,aae,187,200
51308341459,eaa,6,175
51308342986,fee,255,145
51308350349,fed,138,184
51308357946,bfe,275,146
51308385329,ceg,48,148
51308396522,deg,113,12
51308404741,cgf,233,140
51308441225,def,117,125
51308447547,bff,52,246
51308451396,dbe,144,220
51308459212,efd,260,277
51308461152,cga,186,7
51308461774,bab,188,148
51308464543,bgg,69,48
51308467596,dgd,238,294
51308477029,eff,257,257
51308483761,gee,258,133
51308484916,daf,244,52
51308496372,bbb,16,183
51308542006,gec,105,253
51308542711,dae,127,51
51308561148,bcc,208,323
51308579151,gcd,71,139
51308592133,ace,145,174
51308596871,fag,223,181
51308599314,gcc,110,100
51308649031,aea,105,153
51308659511,gae,174,116
51308694016,gfb,21,161
51308708895,fab,233,9
51308737342,afc,41,51
51308738408,aac,297,193
51308776146,bfg,244,138
51308778269,bgf,195,221
51308809670,ceg,125,155
51308821027,gdg,143,72
51308835402,ddd,85,180
51308856753,gee,111,131
51308858572,aaf,150,33
51308875874,gdf,95,159
51308897267,dee,65,103
51308904684,agd,13,146
51308907671,adc,10,218
51308922880,bea,295,38
51308925715,caa,63,145
51308948030,aec,19,195
51308962901,bbf,226,201
51308971284,beb,70,164
51308972969,edg,252,93
51308983294,gga,63,95
51308991026,dcc,25,302
51308997883,dcf,256,195
51309001050,aad,106,56
51309013217,cfg,40,40
51309017459,dde,60,119
51309047728,bed,223,56
51309071298,cdg,38,200
51309080129,dbc,130,158
51309082804,fdf,23,109
51309083661,dde,214,109
51309086218,aca,162,219
51309098127,gfe,126,357
51309157071,feb,24,103
51309171785,gde,200,80
51309176852,ddd,35,176
51309212278,fgc,162,91
51309226805,gag,239,56
51309251494,baa,74,14
51309264130,bdb,88,209
51309267237,cdc,69,228
51309272936,cde,3,56
51309301851,cbb,73,80
51309331412,dad,71,289
51309337599,fbf,98,24
51309365777,ccg,187,255
51309378779,abc,161,253
51309379227,egb,46,105
51309390485,ffg,115,164
51309394440,cfa,177,157
51309394769,ggf,203,41
51309399633,gdf,177,178
51309422325,fac,280,58
51309430577,cec,71,167
51309447667,fgf,26,109
51309491003,dgb,26,246
51309499716,agf,257,63
51309511782,fad,234,214
51309539930,cfc,184,82
51309548637,gaf,11,346
51309549678,afa,77,316
51309579412,adg,227,49
51309591786,gbc,258,210
51309622996,dcd,93,276
51309624031,gdc,21,183
51309638295,cef,223,207
51309638791,cgg,86,296
51309639284,edd,59,9
51309639730,cge,189,137
51309640769,gfc,251,89
51309660132,fcb,112,47
51309677156,gfb,210,149
51309680024,aaa,54,116
51309687608,bde,94,333
51309694007,cag,218,23
51309700145,fcf,235,146
51309702032,cac,37,201
51309703459,aga,43,232
51309710025,cea,15,60
51309751279,gbc,51,239
51309760889,cab,185,9
51309772072,ecg,240,73
51309774249,dab,199,94
51309780867,dea,44,240
51309796784,gbf,195,287
51309803338,bbe,21,16
51309804591,ega,5,14
51309806302,ebg,165,291
51309819669,daf,39,41
51309821597,efc,158,111
51309827409,dff,282,126
51309829336,dcg,26,202
51309837993,bcd,260,108
51309841243,ffd,181,128
51309859870,gbg,68,243
51309865390,fbd,101,14
51309888964,cdd,139,137
51309898657,faa,30,215
51309914845,geb,116,66
51309939765,gbb,16,189
51309973697,ggd,126,217
51309981264,eag,191,195
51309981352,acg,59,274
51309992758,ccd,164,258
51310003100,aaa,216,120
51310003548,gbf,68,298
51310007231,bgd,221,191
51310020791,gbe,156,229
51310053662,aef,281,207
51310055279,gaa,1,255
51310056673,eag,147,212
51310059889,ffc,168,24
51310060879,ecg,248,73
51310071842,afa,46,325
51310078499,bdf,162,67
51310082862,ddb,182,58
51310108049,ebe,128,63
51310119842,aee,102,324
51310141882,ccf,113,238
51310207169,fgb,131,13
51310209221,ede,72,122
51310212965,ceg,260,178
51310224072,eaa,217,199
51310260079,eda,262,67
51310266894,ddb,293,50
51310273792,aad,58,54
51310286369,bga,175,269
51310292058,bcf,80,97
51310308685,gaa,282,242
51310309718,cbg,283,150
51310343504,ggc,182,193
51310346680,abb,236,140
51310369354,gfa,4,143
51310405724,eeb,163,224
51310425323,eab,179,107
51310429348,bfg,149,160
51310434733,aee,29,259
51310438865,edc,3,283
51310452145,adf,182,239
51310473639,dgd,275,282
51310488377,cfe,167,185
51310492839,edf,152,195
51310525868,cag,171,25
51310529945,adb,96,275
51310536440,aeg,261,312
51310547545,bbc,71,238
51310584216,efb,221,5
51310595043,aff,171,221
51310601619,bge,175,99
51310604591,cba,55,55
51310605872,dag,269,171
51310606572,cdf,263,63
51310632334,bad,149,43
51310668886,fdg,274,57
51310675989,acc,186,33
51310684753,eeg,199,306
51310692455,cce,278,235
51310711473,fdc,110,67
51310716037,bab,231,149
51310761412,dde,296,120
51310764051,eea,74,122
51310776756,aba,30,29
51310782197,gbd,115,297
51310794268,ece,203,295
51310802609,edf,108,171
51310845781,cdb,290,297
51310856364,ged,272,282
51310877319,bdb,172,179
51310953963,abb,283,149
51310958074,bbe,289,15
51310970562,cbf,163,10
51310976677,cdb,250,264
51311052651,fda,129,151
51311064066,adc,225,246
51311078433,cae,9,266
51311127633,gcc,60,80
51311136706,bcb,6,44
51311169414,beg,231,261
51311191818,aag,226,214
51311222744,gda,9,90
51311225829,bbf,283,229
51311268792,bff,40,196
51311299167,fea,45,185
51311301284,ege,57,89
51311313694,cbb,297,94
51311322825,fed,47,176
51311326894,cde,200,61
51311328033,fgc,82,91
51311335584,cgc,167,168
51311341812,dda,294,129
51311348136,bcg,70,232
51311350693,dbb,186,270
51311362412,afg,262,271
51311372669,gfb,21,135
51311420466,ffa,295,251
51311428437,fbc,241,275
51311431162,eaf,138,99
51311435808,fed,66,158
51311498539,bff,247,188
51311498763,ece,282,277
51311502177,cad,287,69
51311523503,ebd,129,24
51311527354,edc,209,226
51311543606,ecd,56,44
51311548316,ebe,3,57
51311569106,ebf,158,186
51311581268,dbd,85,331
51311587435,fgb,96,13
51311589222,eed,268,5
51311619464,eba,174,87
51311628036,ege,21,85
51311701477,dee,210,98
51311706018,dfg,60,231
51311723486,fbf,163,19
51311739040,afe,253,100
51311748788,gff,83,234
51311786372,eff,187,239
51311805500,gcg,62,36
51311837696,ggd,134,206
51311859491,cab,38,9
51311869911,gee,158,120
51311919041,bfd,162,158
51311933279,cda,48,258
51311959754,ade,226,336
51311973593,faf,272,276
51311991256,bef,94,109
51312009503,cda,136,270
51312019158,gdd,291,281
51312055519,ggb,289,258
51312059673,dba,72,104
51312072994,ccc,67,273
51312080461,dgc,230,191
51312104115,aab,249,31
51312107163,gfg,263,73
51312110197,bff,246,203
51312115366,ebb,59,144
51312166311,cff,264,221
51312179346,dbe,109,242
51312195786,ccb,95,217
51312205644,dec,259,19
51312215173,abc,206,273
51312279513,bda,260,65
51312282427,dac,197,214
51312339846,aad,168,63
51312370921,ccf,84,257
51312388853,efc,209,113
51312438561,bdc,96,119
51312452816,bae,40,109
51312487248,geg,236,251
51312490916,dbg,58,240
51312503099,dgf,14,172
51312521027,dfb,142,247
51312542109,fbb,21,78
51312548436,ecb,222,80
51312578291,gce,227,117
51312582257,fbg,128,165
51312587562,gbg,99,233
51312589173,ggb,258,291
51312605572,bbc,78,230
51312606838,ecf,298,31
51312612986,aaf,194,38
51312621235,bac,126,184
51312642519,bfb,232,250
51312651770,cag,107,20
51312681494,gfb,269,126
51312685019,ded,118,180
51312716137,fgg,277,129
51312718743,cee,266,179
51312727380,abe,51,136
51312735567,cga,292,7
51312739969,dbf,98,296
51312758086,ffc,201,22
51312798652,dfa,270,172
51312828010,gag,113,55
51312829096,afd,132,58
51312846719,bde,251,386
51312869087,fcg,290,234
51312881163,bca,170,135
51312883025,deb,168,64
51312901937,deb,62,54
51312915960,gec,291,227
51312951887,eef,132,208
51312963329,ddb,47,41
51312965603,fgd,90,54
51312976572,dbf,126,334
51312980241,gea,177,242
51312986588,gcd,268,115
51313029711,aec,19,216
51313044629,dfd,138,58
51313091276,ggg,59,258
51313109326,dea,297,208
51313126546,gbc,109,250
51313132305,dge,87,27
51313140526,agb,139,62
51313143333,ddd,199,160
51313143884,caa,11,120
51313181077,ecf,53,33
51313182985,aga,229,213
51313200050,acf,154,5
51313204281,ebc,232,123
51313206884,ddg,248,243
51313221735,dda,172,104
51313232353,efg,221,126
51313270481,aed,173,99
51313273875,gdc,17,157
51313281690,gfd,208,218
51313332856,afb,89,225
51313365731,gaf,62,397
51313386880,dff,295,136
51313414209,efa,189,194
51313417025,egg,61,237
51313442179,cfb,107,209
51313460809,aab,115,35
51313461051,abg,22,166
51313507604,cba,280,49
51313562670,bgb,224,157
51313573289,dge,217,24
51313598865,aeg,287,333
51313618897,fcf,216,157
51313634769,bcc,226,374
51313650198,eag,177,237
51313677154,fgb,48,11
51313685372,efd,69,299
51313687053,gad,248,234
51313709308,fba,140,33
51313724706,aea,201,166
51313786180,fgf,202,94
51313788332,cdc,86,205
51313801191,ecd,226,43
51313807056,dbb,173,272
51313820920,edd,206,9
51313856878,dfe,23,66
51313882730,bce,290,141
51313932030,acb,74,167
51313938220,ggc,20,156
51313945606,gac,11,16
51313957616,bed,64,52
51313971399,beb,277,168
51313990220,gea,242,283
51314014228,daa,18,179
51314020850,ada,254,14
51314021065,gbd,264,297
51314031361,bbb,70,155
51314034522,gdg,143,68
51314038915,bga,64,309
51314056662,dde,163,123
51314065434,caf,218,169
51314071535,eda,30,64
51314074601,ggd,104,228
51314089571,aed,206,113
51314093905,gef,291,237
51314105837,afb,62,182
51314122330,gbb,285,189
51314142033,aab,216,40
51314165434,gca,268,42
51314181559,fec,77,251
51314207394,ced,276,42
51314226949,cbg,185,139
51314289362,fde,237,172
51314296636,bge,10,104
51314325745,eca,13,14
51314341675,bag,163,54
51314348650,dbg,299,218
51314359541,fae,216,155
51314367251,cea,244,61
51314374243,dad,251,326
51314402422,fff,258,43
51314422169,aag,9,222
51314443518,afb,233,158
51314444796,cff,182,240
51314455912,edb,119,7
51314462749,dcf,85,163
51314486095,bfe,220,143
51314493627,ffe,146,103
51314514845,gcg,252,33
51314514855,bec,229,101
51314534129,gcb,220,92
51314539685,aeb,141,79
51314565484,fgc,277,102
51314574875,edf,44,182
51314603163,ggb,141,285
51314606962,fgf,245,106
51314630408,cce,96,263
51314634539,aga,191,247
51314686416,dbg,79,235
51314689743,aba,194,33
51314699982,bab,219,169
51314715475,abf,222,22
51314719585,cfd,148,13
51314727264,caa,206,121
51314741334,gfb,178,108
51314763581,gfc,288,97
51314778408,cfe,289,168
51314788805,cce,280,236
51314791288,dce,163,142
51314798306,fbe,47,213
51314825528,abd,198,120
51314861848,cae,131,255
51314897411,adg,192,48
51314902786,dca,135,215
51314917581,cdg,46,229
51314919463,fdd,137,34
51314924923,cca,233,289
51314976383,add,234,158
51314981327,eea,231,129
51314987537,egb,97,93
51314992576,eec,161,146
51315011883,gda,8,100
51315046210,ace,69,180
51315066197,gdg,222,54
51315104791,cag,239,18
51315136073,fbg,264,163
51315172516,gdb,272,350
51315174618,abc,101,305
51315176392,gcg,279,37
51315181516,bbd,73,101
51315205312,bee,48,175
51315211373,eac,243,54
51315213487,gcf,25,83
51315258391,afd,138,54
51315259096,fbd,209,14
51315278120,gaa,239,278
51315287535,fag,182,182
51315294208,daa,260,177
51315315801,edf,28,151
51315420543,cfe,206,188
51315432641,edc,174,203
51315434525,cgb,270,250
51315438751,cga,42,6
51315439191,abe,249,155
51315442998,adf,196,262
51315466828,dag,224,174
51315481670,ddc,44,160
51315487336,feg,258,280
51315496268,bgg,171,57
51315496612,agc,207,187
51315496853,cgb,100,220
51315502620,eae,46,13
51315506179,adc,69,218
51315509475,fbc,84,313
51315514044,ffg,86,167
51315526883,gfa,172,158
51315533643,dbc,284,186
51315547369,ecc,192,69
51315593309,cgf,72,144
51315628937,cfe,275,206
51315639197,ega,118,13
51315654638,agf,156,52
51315668076,cae,268,275
51315677560,fge,281,103
51315694932,fef,39,94
51315697165,bbg,219,180
51315720828,acb,26,135
51315731799,aaf,169,35
51315732507,ggf,92,35
51315753081,bdg,211,312
51315767480,gge,220,48
51315796407,bgc,196,9
51315815510,ceb,223,97
51315890305,gbg,13,251
51315894761,bad,57,43
51315902966,dfa,59,163
51315914099,caa,281,134
51315916215,dea,11,235
51315922730,bea,33,41
51315952385,dgg,74,34
51315962045,fed,170,145
51315963597,dfg,63,203
51316013295,cbd,286,268
51316020880,gce,263,138
51316023747,ecd,172,37
51316023822,fac,32,53
51316024513,eec,24,143
51316048516,gbe,68,192
51316051311,ccb,232,173
51316052574,deg,125,13
51316073830,bgf,75,236
51316095656,aga,207,266
51316105148,cab,109,9
51316115247,cbe,136,120
51316128194,cef,16,215
51316129633,gab,136,62
51316145014,fab,184,8
51316145854,cec,97,177
51316155651,dfc,41,81
51316159278,fce,285,151
51316174894,gfa,170,145
51316224481,bfa,57,66
51316231016,cda,238,278
51316244675,cfg,164,34
51316259390,cfe,240,226
51316268162,daf,123,41
51316276695,gdf,158,201
51316293124,aaf,199,29
51316297303,aaf,25,27
51316299855,bbd,40,80
51316303094,cef,277,206
51316309084,egd,291,207
51316315359,baa,186,12
51316315989,daa,81,143
51316318268,fde,274,168
51316328053,eaa,14,181
51316429775,cfb,109,198
51316431110,dec,240,16
51316456612,gga,257,94
51316473073,egf,106,87
51316475302,efe,206,106
51316479514,edg,172,100
51316488596,dae,195,52
51316502393,fdb,23,61
51316509042,ccd,114,237
51316528730,eae,233,11
51316543024,bba,242,75
51316547055,bca,162,110
51316606760,ffb,81,79
51316640941,fdg,222,65
51316649981,geg,242,230
51316653634,bba,247,64
51316655580,cfa,281,175
51316668289,fcc,232,173
51316675732,bdd,16,75
51316682422,feb,292,114
51316685869,dfg,136,219
51316709701,gfg,281,80
51316737219,dde,94,142
51316742085,afc,84,58
51316742667,eef,125,218
51316750902,ebg,67,285
51316765280,cgc,47,134
51316771870,aaa,84,112
51316774079,gaa,149,328
51316780418,eee,265,79
51316789585,fce,283,157
51316791550,dae,271,53
51316809900,bfa,146,70
51316821212,aae,112,218
51316846058,fdf,249,123
51316854197,cbc,18,244
51316870401,dee,262,114
51316915513,aef,106,198
51316932408,fcd,125,34
51316936192,gba,170,202
51316941721,egd,209,225
51316942583,dcg,69,216
51316944663,ffa,56,293
51316950025,bce,80,138
51316950902,egc,265,8
51316973956,dga,238,184
51316990276,gaf,227,428
51316998790,abd,130,124
51317019405,acc,166,35
51317026873,dfe,185,64
51317034767,acf,257,5
51317044244,bdb,134,187
51317054110,aag,169,244
51317055161,baf,2,233
51317058966,eaa,184,191
51317067959,add,192,154
51317084699,abf,295,25
51317102687,ead,74,173
51317104705,age,241,248
51317106394,fba,32,35
51317113160,bgd,276,183
51317120499,eac,258,43
51317132403,fee,171,172
51317170422,gge,269,46
51317175669,beg,113,247
51317191859,ecf,61,38
51317237713,bdf,6,67
51317241973,ecc,197,57
51317259946,dbg,277,242
51317273480,bcd,94,90
51317317081,faf,275,253
51317321732,bgg,81,54
51317326848,ccd,200,279
51317331441,dcb,55,233
51317359482,dff,277,115
51317361917,dba,47,95
51317380756,bgg,184,59
51317420792,cbf,275,10
51317425124,ege,268,73
51317486108,dga,155,178
51317490352,afg,297,271
51317531200,eef,56,191
51317535002,dgd,27,228
51317537557,fca,17,202
51317542126,beb,211,137
51317546938,ggf,115,37
51317550668,acd,131,253
51317552395,fga,27,223
51317567805,gaf,194,432
51317595188,ccg,2,277
51317608275,aee,232,284
51317631691,dbf,115,317
51317650991,cgg,257,251
51317657677,egd,164,236
51317705285,cgd,177,24
51317746962,def,52,130
51317794993,bfc,260,25
51317800228,ddf,280,59
51317811977,dgb,146,265
51317817465,fge,290,118
51317820702,bac,170,202
51317835347,afa,195,292
51317836745,fbd,241,12
51317839948,afe,126,80
51317851193,gde,99,92
51317856490,eag,165,220
51317861965,eca,270,15
51317873259,cde,172,54
51317873820,dbe,31,239
51317876893,cfd,52,14
51317892765,agg,38,8
51317902793,bad,73,45
51317908076,ged,283,248
51317914069,gdf,107,211
51317916566,aac,118,214
51317926011,fgc,34,117
51317954271,bae,172,92
51318018254,fcg,128,278
51318025677,aca,104,190
51318038601,gdd,164,236
51318057148,eeg,98,333
51318079005,gef,293,251
51318080267,bed,113,48
51318081392,dcc,33,305
51318089931,ffe,181,118
51318099036,ceg,151,210
51318171465,ece,124,288
51318195108,ccg,244,229
51318197666,gcf,210,85
51318199474,abb,81,171
51318204275,ffd,215,104
51318233620,fee,27,142
51318235604,cge,91,115
51318247189,ced,192,44
51318275793,ace,249,208
51318300714,ebe,265,54
51318303621,gaf,114,349
51318331917,dgf,223,156
51318375683,cdd,29,127
51318399011,fad,134,246
51318401643,agd,222,156
51318414689,fab,14,7
51318427888,ecg,204,76
51318449357,cbb,290,78
51318462370,fgb,210,9
51318463821,ggg,169,273
51318467244,gab,69,59
51318467668,gcd,231,124
